DMU;CountryYear;Country code;Country;Bank;ID;Foreign;Government;Bank code;Listed;Type;Islamic;year;ES;ES2;Cost2Inc;DepSTFund;Equity;Eq2Assets;FixAssets;GLoans;NPL2GL;LoanLP;Loans;NetFeeCom;NetIntRev;Branches;Employees;OthOpExp;OthOpInc;Overhead;PerExp;ROAA;ROAE;Assets;LnAssets;BusinessVol;EarnAssets;Funding;IntExp;NonIntExp;NonIntOpInc;OthEarnAssets;ExRate;Unit;GDPG;GDPC ;LnGDPC;GDPGC;PCDGDP;ICP;IGDPD;STMC;STMR;ETU;PAU;TRU;EXU;CSU;LDU;PCU;FSU;SQU;SCU;ETW;PAW;TRW;EXW;CSW;LDW;PCW;FSW;SQW;SCW;IIILargeAssets;VLargeAssets;HHIAssets  ;IIILargeLoans;VLargeLoans;HHILoans;IIILargeDeposits;VLargeDeposits;HHIDeposits;DomPrivOwnAssets;ForOwnAssets;GovOwnAssets;DomPrivOwnLoans;ForOwnLoans;GovOwnLoans;DomPrivOwnDeposits;ForOwnDeposits;GovOwnDeposits;BankCon;BankZsc;avelf;lat_abst;Legor;legor_uk;legor_fr;EFI;PP;CI;EconFree;PR;FC;FisF;GS;BF;LF;MF;TF;IF;FinF;LoanLossRatio;IndepYear;Indep;Religion;W-House;W-Senate
Standard Chartered Bank Ghana Limited/2008;Ghana/2008;14;Ghana;Standard Chartered Bank Ghana Limited;GhanaStandard Chartered Bank Ghana Limited2008;1;0;80;1;CB;0;2008;0,413;0,220;0,611;711,154;84,605;0,091;12,289;446,752;0,049;1,607;435,219;21,553;72,127;19;760;35,733;38,568;67,684;31,951;0,037;0,373;931,032;6,836;1067,80;805,779;738,284;32,235;67,684;38,568;370,560;1,06;1,00;0,084;1226,22;7,112;0,059;0,136;0,165;0,202;0,097;0,078;6,563;4,167;6,598;5,000;7,500;6,563;0,000;0,000;3,750;4,460;7,083;4,286;7,024;5,833;6,944;6,458;0,000;0,000;2,857;4,498;0,35;0,50;693,10;0,36;0,49;806,30;0,34;0,48;680,40;0,49;0,51;0,00;0,54;0,46;0,00;0,45;0,55;0,00;0,396;11,271;0,706;0,09;English;1;0;6,93;1;0,16;57;50;33;83,7;71,5;53,4;47,6;68;63;50;50;0,004;1957;51;3;0,08;
Standard Chartered Bank Ghana Limited/2009;Ghana/2009;14;Ghana;Standard Chartered Bank Ghana Limited;GhanaStandard Chartered Bank Ghana Limited2009;1;0;80;1;CB;0;2009;0,466;0,116;0,459;606,332;113,288;0,114;11,073;308,631;0,112;10,718;289,963;26,405;84,753;21;800;31,374;44,790;59,412;28,038;0,048;0,462;996,735;6,904;1538,80;723,524;795,003;25,625;59,412;44,790;433,560;1,41;1,00;0,040;1090,42;6,994;0,015;0,148;0,193;0,166;0,102;0,037;6,563;4,167;6,598;5,000;7,500;6,563;0,000;0,000;3,750;4,460;7,083;4,286;7,024;5,833;6,944;6,458;0,000;0,000;2,857;4,498;0,35;0,50;693,10;0,36;0,49;806,30;0,34;0,48;680,40;0,51;0,49;0,00;0,46;0,54;0,00;0,55;0,45;0,00;0,396;14,259;0,706;0,09;English;1;0;7,13;1;0,16;58,1;50;37;83,2;65,7;56,7;45,3;69,6;63;50;60;0,035;1957;52;3;0,08;
Standard Chartered Bank Ghana Limited/2010;Ghana/2010;14;Ghana;Standard Chartered Bank Ghana Limited;GhanaStandard Chartered Bank Ghana Limited2010;1;0;80;1;CB;0;2010;0,413;0,116;0,472;774,340;136,965;0,118;13,557;344,997;0,150;9,504;326,479;29,629;106,777;21;986;33,403;45,632;71,976;38,574;0,047;0,406;1165,528;7,061;1878,40;985,238;940,235;42,767;71,976;45,632;658,759;1,43;1,00;0,080;1319,07;7,185;0,055;0,137;0,107;0,165;0,095;0,063;6,563;4,167;6,598;5,000;7,500;6,563;0,000;0,000;3,750;4,460;7,083;4,286;7,024;5,833;6,944;6,458;0,000;0,000;2,857;4,498;0,35;0,50;693,10;0,36;0,49;806,30;0,34;0,48;680,40;0,51;0,49;0,00;0,46;0,54;0,00;0,55;0,45;0,00;0,396;14,494;0,706;0,09;English;1;0;7,09;1;0,16;60,2;50;39;83,5;58,9;56,8;57,4;65,9;65,3;65;60;0,028;1957;53;3;0,08;
Unibank (Ghana) Ltd/2007;Ghana/2007;14;Ghana;Unibank (Ghana) Ltd;GhanaUnibank (Ghana) Ltd2007;0;0;81;0;CB;0;2007;0,167;0,614;0,895;0,013;0,003;0,178;0,003;0,010;;0,000;0,009;0,000;0,001;;183;0,001;0,001;0,002;0,001;0,008;0,046;0,018;-4,041;77,10;0,012;0,014;0,001;0,002;0,001;0,003;4197,75;1,00;0,065;1084,54;6,989;0,039;0,116;0,107;0,163;0,115;0,047;6,563;4,167;6,598;5,000;7,500;6,563;0,000;0,000;3,750;4,460;7,083;4,286;7,024;5,833;6,944;6,458;0,000;0,000;2,857;4,498;0,35;0,50;693,10;0,36;0,49;806,30;0,34;0,48;680,40;0,49;0,51;0,00;0,54;0,46;0,00;0,48;0,52;0,00;0,396;51,433;0,706;0,09;English;1;0;7,00;1;0,16;57,6;50;40;82,5;66,7;54,9;48,4;70,1;63;50;50;0,017;1957;50;3;0,11;
Unibank (Ghana) Ltd/2008;Ghana/2008;14;Ghana;Unibank (Ghana) Ltd;GhanaUnibank (Ghana) Ltd2008;0;0;81;0;CB;0;2008;0,175;0,421;0,858;0,020;0,004;0,149;0,004;0,014;;0,000;0,014;0,001;0,002;;263;0,002;0,001;0,003;0,001;0,016;0,098;0,025;-3,675;121,80;0,017;0,021;0,001;0,003;0,001;0,002;4601,69;1,00;0,084;1226,22;7,112;0,059;0,136;0,165;0,202;0,097;0,078;6,563;4,167;6,598;5,000;7,500;6,563;0,000;0,000;3,750;4,460;7,083;4,286;7,024;5,833;6,944;6,458;0,000;0,000;2,857;4,498;0,35;0,50;693,10;0,36;0,49;806,30;0,34;0,48;680,40;0,49;0,51;0,00;0,54;0,46;0,00;0,45;0,55;0,00;0,396;45,706;0,706;0,09;English;1;0;6,93;1;0,16;57;50;33;83,7;71,5;53,4;47,6;68;63;50;50;0,005;1957;51;3;0,08;
Unibank (Ghana) Ltd/2009;Ghana/2009;14;Ghana;Unibank (Ghana) Ltd;GhanaUnibank (Ghana) Ltd2009;0;0;81;0;CB;0;2009;0,146;0,243;0,884;0,039;0,004;0,091;0,004;0,023;;0,000;0,023;0,001;0,003;;334;0,002;0,002;0,005;0,002;0,015;0,134;0,046;-3,083;226,20;0,033;0,040;0,004;0,005;0,002;0,010;4801,08;1,00;0,040;1090,42;6,994;0,015;0,148;0,193;0,166;0,102;0,037;6,563;4,167;6,598;5,000;7,500;6,563;0,000;0,000;3,750;4,460;7,083;4,286;7,024;5,833;6,944;6,458;0,000;0,000;2,857;4,498;0,35;0,50;693,10;0,36;0,49;806,30;0,34;0,48;680,40;0,51;0,49;0,00;0,46;0,54;0,00;0,55;0,45;0,00;0,396;29,300;0,706;0,09;English;1;0;7,13;1;0,16;58,1;50;37;83,2;65,7;56,7;45,3;69,6;63;50;60;-0,003;1957;52;3;0,08;
Unibank (Ghana) Ltd/2010;Ghana/2010;14;Ghana;Unibank (Ghana) Ltd;GhanaUnibank (Ghana) Ltd2010;0;0;81;0;CB;0;2010;0,167;0,216;0,836;0,056;0,007;0,103;0,005;0,039;0,027;0,000;0,039;0,002;0,004;;385;0,002;0,002;0,005;0,002;0,015;0,156;0,069;-2,678;410,10;0,051;0,059;0,005;0,005;0,002;0,013;5726,07;1,00;0,080;1319,07;7,185;0,055;0,137;0,107;0,165;0,095;0,063;6,563;4,167;6,598;5,000;7,500;6,563;0,000;0,000;3,750;4,460;7,083;4,286;7,024;5,833;6,944;6,458;0,000;0,000;2,857;4,498;0,35;0,50;693,10;0,36;0,49;806,30;0,34;0,48;680,40;0,51;0,49;0,00;0,46;0,54;0,00;0,55;0,45;0,00;0,396;32,700;0,706;0,09;English;1;0;7,09;1;0,16;60,2;50;39;83,5;58,9;56,8;57,4;65,9;65,3;65;60;0,002;1957;53;3;0,08;
United Bank For Africa (Ghana) Limited/2007;Ghana/2007;14;Ghana;United Bank For Africa (Ghana) Limited;GhanaUnited Bank For Africa (Ghana) Limited2007;1;0;82;0;CB;0;2007;0,212;0,526;0,973;0,019;0,001;0,065;0,001;0,008;;0,000;0,007;0,001;0,001;;;0,002;0,001;0,003;0,001;-0,017;-0,262;0,023;-3,793;98,80;0,018;0,020;0,001;0,003;0,001;0,010;4197,75;1,00;0,065;1084,54;6,989;0,039;0,116;0,107;0,163;0,115;0,047;6,563;4,167;6,598;5,000;7,500;6,563;0,000;0,000;3,750;4,460;7,083;4,286;7,024;5,833;6,944;6,458;0,000;0,000;2,857;4,498;0,35;0,50;693,10;0,36;0,49;806,30;0,34;0,48;680,40;0,49;0,51;0,00;0,54;0,46;0,00;0,48;0,52;0,00;0,396;1,581;0,706;0,09;English;1;0;7,00;1;0,16;57,6;50;40;82,5;66,7;54,9;48,4;70,1;63;50;50;0,058;1957;50;3;0,11;
United Bank For Africa (Ghana) Limited/2008;Ghana/2008;14;Ghana;United Bank For Africa (Ghana) Limited;GhanaUnited Bank For Africa (Ghana) Limited2008;1;0;82;0;CB;0;2008;0,154;0,268;1,526;0,038;0,002;0,040;0,002;0,009;0,163;0,000;0,008;0,001;0,002;;;0,002;0,000;0,003;0,001;-0,044;-0,913;0,042;-3,162;202,80;0,034;0,038;0,002;0,003;0,000;0,026;4601,69;1,00;0,084;1226,22;7,112;0,059;0,136;0,165;0,202;0,097;0,078;6,563;4,167;6,598;5,000;7,500;6,563;0,000;0,000;3,750;4,460;7,083;4,286;7,024;5,833;6,944;6,458;0,000;0,000;2,857;4,498;0,35;0,50;693,10;0,36;0,49;806,30;0,34;0,48;680,40;0,49;0,51;0,00;0,54;0,46;0,00;0,45;0,55;0,00;0,396;-0,134;0,706;0,09;English;1;0;6,93;1;0,16;57;50;33;83,7;71,5;53,4;47,6;68;63;50;50;0,030;1957;51;3;0,08;
United Bank For Africa (Ghana) Limited/2009;Ghana/2009;14;Ghana;United Bank For Africa (Ghana) Limited;GhanaUnited Bank For Africa (Ghana) Limited2009;1;0;82;0;CB;0;2009;0,201;0,251;0,822;0,042;0,013;0,232;0,002;0,009;0,510;0,001;0,008;0,002;0,003;;;0,003;0,003;0,005;0,002;0,003;0,020;0,056;-2,880;270,10;0,046;0,042;0,003;0,005;0,003;0,038;4801,08;1,00;0,040;1090,42;6,994;0,015;0,148;0,193;0,166;0,102;0,037;6,563;4,167;6,598;5,000;7,500;6,563;0,000;0,000;3,750;4,460;7,083;4,286;7,024;5,833;6,944;6,458;0,000;0,000;2,857;4,498;0,35;0,50;693,10;0,36;0,49;806,30;0,34;0,48;680,40;0,51;0,49;0,00;0,46;0,54;0,00;0,55;0,45;0,00;0,396;7,801;0,706;0,09;English;1;0;7,13;1;0,16;58,1;50;37;83,2;65,7;56,7;45,3;69,6;63;50;60;0,085;1957;52;3;0,08;
United Bank For Africa (Ghana) Limited/2010;Ghana/2010;14;Ghana;United Bank For Africa (Ghana) Limited;GhanaUnited Bank For Africa (Ghana) Limited2010;1;0;82;0;CB;0;2010;0,408;0,219;0,603;0,054;0,013;0,179;0,001;0,017;0,196;0,001;0,015;0,003;0,004;;;0,003;0,004;0,005;0,002;0,027;0,137;0,070;-2,659;438,00;0,061;0,054;0,002;0,005;0,004;0,045;5726,07;1,00;0,080;1319,07;7,185;0,055;0,137;0,107;0,165;0,095;0,063;6,563;4,167;6,598;5,000;7,500;6,563;0,000;0,000;3,750;4,460;7,083;4,286;7,024;5,833;6,944;6,458;0,000;0,000;2,857;4,498;0,35;0,50;693,10;0,36;0,49;806,30;0,34;0,48;680,40;0,51;0,49;0,00;0,46;0,54;0,00;0,55;0,45;0,00;0,396;6,856;0,706;0,09;English;1;0;7,09;1;0,16;60,2;50;39;83,5;58,9;56,8;57,4;65,9;65,3;65;60;0,049;1957;53;3;0,08;
Ecobank Guinée SA/2005;Guinée/2005;15;Guinée;Ecobank Guinée SA;GuinéeEcobank Guinée SA2005;1;0;83;0;CB;0;2005;0,306;0,115;0,504;51,512;8,573;0,113;1,874;33,210;0,089;;30,640;2,234;4,557;;144;3,560;5,751;5,200;1,640;0,050;0,415;76,041;4,331;277118,40;46,552;62,099;1,853;5,200;5,751;15,912;3644,33;1,00;0,378;324,85;5,783;0,354;0,035;0,314;-0,048;;;2,750;4,722;8,126;3,333;6,500;5,625;1,250;0,000;;3,590;2,708;3,929;8,215;1,667;6,944;7,083;1,667;0,000;;3,579;0,76;0,92;2256,90;0,87;0,98;2665,80;0,76;0,94;2346,90;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;;8,885;0,760;0,12;French;0;1;;0;0,20;57,4;30;25;71;90;55;70,5;75,2;57,2;30;70;;1958;47;1;0,19;
Ecobank Guinée SA/2006;Guinée/2006;15;Guinée;Ecobank Guinée SA;GuinéeEcobank Guinée SA2006;1;0;83;0;CB;0;2006;0,327;0,122;0,473;60,527;9,770;0,113;3,094;40,971;0,051;;39,160;3,121;6,816;;168;3,952;5,713;5,931;1,979;0,062;0,553;86,392;4,459;444809,70;48,050;71,812;2,125;5,931;5,713;8,890;5148,75;1,00;0,025;306,60;5,726;0,007;;0,347;0,376;;;2,750;4,722;8,126;3,333;6,500;5,625;1,250;0,000;;3,590;2,708;3,929;8,215;1,667;6,944;7,083;1,667;0,000;;3,579;0,75;0,90;2167,60;0,89;0,98;2720,90;0,77;0,94;2303,90;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;;9,612;0,760;0,12;French;0;1;;0;0,20;52,8;30;25;70,3;90;43,8;71;70,4;47,8;30;50;;1958;48;1;0,19;
Ecobank Guinée SA/2007;Guinée/2007;15;Guinée;Ecobank Guinée SA;GuinéeEcobank Guinée SA2007;1;0;83;0;CB;0;2007;0,274;0,105;0,472;84,493;11,809;0,108;6,538;51,816;0,121;1,618;48,002;4,294;8,891;;192;4,444;7,264;7,633;3,189;0,036;0,327;109,408;4,695;576748,00;69,039;93,277;3,185;7,633;7,264;21,037;4197,75;1,00;0,018;449,06;6,107;-0,001;;0,228;0,130;;;2,750;4,722;8,126;3,333;6,500;5,625;1,250;0,000;;3,590;2,708;3,929;8,215;1,667;6,944;7,083;1,667;0,000;;3,579;0,75;0,91;2156,60;0,79;0,94;2291,60;0,75;0,92;2161,80;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;;7,885;0,760;0,12;French;0;1;;0;0,20;54,5;30;30;74,3;91,8;40,9;70,5;57,5;59,6;30;60;0,031;1958;49;1;0,19;
Ecobank Guinée SA/2008;Guinée/2008;15;Guinée;Ecobank Guinée SA;GuinéeEcobank Guinée SA2008;1;0;83;0;CB;0;2008;0,231;0,065;0,704;153,883;10,964;0,061;8,287;47,325;0,109;;42,901;5,751;8,165;;249;8,188;9,372;12,338;4,150;0,023;0,301;178,807;5,186;1020271,40;158,979;161,806;4,508;12,338;9,372;116,079;4601,69;1,00;0,049;395,24;5,980;0,029;;0,184;0,141;;;2,750;4,722;8,126;3,333;6,500;5,625;1,250;0,000;;3,590;2,708;3,929;8,215;1,667;6,944;7,083;1,667;0,000;;3,579;0,75;0,91;2156,60;0,79;0,94;2291,60;0,75;0,92;2161,80;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;;4,641;0,760;0,12;French;0;1;;0;0,20;52,8;30;19;70,1;88,7;45,9;70,8;54,3;59,6;40;50;;1958;50;1;;
Ecobank Guinée SA/2009;Guinée/2009;15;Guinée;Ecobank Guinée SA;GuinéeEcobank Guinée SA2009;1;0;83;0;CB;0;2009;0,192;0,083;0,695;203,135;14,415;0,060;8,843;59,530;0,100;;54,670;5,107;8,268;;251;7,922;10,244;12,864;4,942;0,017;0,276;239,213;5,477;1326752,50;208,889;212,634;3,676;12,864;10,244;154,219;4801,08;1,00;-0,003;426,66;6,056;-0,023;;0,047;0,068;;;2,750;4,722;8,126;3,333;6,500;5,625;1,250;0,000;;3,590;2,708;3,929;8,215;1,667;6,944;7,083;1,667;0,000;;3,579;0,76;0,91;2113,20;0,77;0,90;2325,30;0,76;0,93;2172,60;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;;4,220;0,760;0,12;French;0;1;;0;0,20;51;20;19;71,1;91,9;45,2;66,3;57,4;59,6;40;40;;1958;51;1;;
Ecobank Guinée SA/2010;Guinée/2010;15;Guinée;Ecobank Guinée SA;GuinéeEcobank Guinée SA2010;1;0;83;0;CB;0;2010;0,240;0,070;0,620;289,499;16,614;0,049;7,412;44,130;0,117;;39,282;7,121;9,191;;257;8,972;12,945;13,716;4,744;0,020;0,368;336,011;5,817;2176978,90;315,151;307,470;1,843;13,716;12,945;275,869;5726,07;1,00;0,019;474,46;6,162;-0,003;;0,155;0,202;;;2,750;4,722;8,126;3,333;6,500;5,625;1,250;0,000;;3,590;2,708;3,929;8,215;1,667;6,944;7,083;1,667;0,000;;3,579;0,76;0,91;2113,20;0,77;0,90;2325,30;0,76;0,93;2172,60;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;;3,781;0,760;0,12;French;0;1;;0;0,20;51,8;20;16;69,9;93,1;43,7;78;57,4;60;40;40;;1958;52;1;;
Orabank Guinée SA/2007;Guinée/2007;15;Guinée;Orabank Guinée SA;GuinéeOrabank Guinée SA2007;1;0;84;0;CB;0;2007;0,257;0,056;0,969;435,457;28,377;0,060;17,527;135,832;0,120;1,043;120,392;17,109;14,397;;;21,283;19,613;32,967;11,685;0,000;0,000;473,014;6,159;226,70;320,907;435,457;23,786;32,967;19,613;200,515;479,27;1000,00;0,018;449,06;6,107;-0,001;;0,228;0,130;;;2,750;4,722;8,126;3,333;6,500;5,625;1,250;0,000;;3,590;2,708;3,929;8,215;1,667;6,944;7,083;1,667;0,000;;3,579;0,77;0,86;2072,60;0,77;0,83;2208,60;0,77;0,87;2097,60;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;;3,766;0,760;0,12;French;0;1;;0;0,20;54,5;30;30;74,3;91,8;40,9;70,5;57,5;59,6;30;60;0,008;1958;49;1;0,19;
Orabank Guinée SA/2008;Guinée/2008;15;Guinée;Orabank Guinée SA;GuinéeOrabank Guinée SA2008;1;0;84;0;CB;0;2008;0,412;0,040;0,845;731,791;19,875;0,025;39,973;145,822;0,239;18,758;111,879;39,079;13,399;;;28,584;39,973;45,109;16,525;-0,016;-0,418;781,366;6,661;349,90;518,306;731,791;26,574;45,109;39,973;406,427;447,81;1000,00;0,049;395,24;5,980;0,029;;0,184;0,141;;;2,750;4,722;8,126;3,333;6,500;5,625;1,250;0,000;;3,590;2,708;3,929;8,215;1,667;6,944;7,083;1,667;0,000;;3,579;0,77;0,86;2072,60;0,77;0,83;2208,60;0,77;0,87;2097,60;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;;0,571;0,760;0,12;French;0;1;;0;0,20;52,8;30;19;70,1;88,7;45,9;70,8;54,3;59,6;40;50;0,129;1958;50;1;;
Orabank Guinée SA/2009;Guinée/2009;15;Guinée;Orabank Guinée SA;GuinéeOrabank Guinée SA2009;1;0;84;0;CB;0;2009;0,408;0,033;0,888;549,995;29,014;0,049;32,402;148,458;0,312;29,014;104,196;37,062;17,366;;81;41,721;50,404;60,146;18,425;-0,032;-0,894;591,504;6,383;279,30;249,901;549,995;20,543;60,146;50,404;145,705;472,19;1000,00;-0,003;426,66;6,056;-0,023;;0,047;0,068;;;2,750;4,722;8,126;3,333;6,500;5,625;1,250;0,000;;3,590;2,708;3,929;8,215;1,667;6,944;7,083;1,667;0,000;;3,579;0,77;0,86;2072,60;0,77;0,83;2208,60;0,77;0,87;2097,60;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;;1,067;0,760;0,12;French;0;1;;0;0,20;51;20;19;71,1;91,9;45,2;66,3;57,4;59,6;40;40;0,195;1958;51;1;;
Orabank Guinée SA/2010;Guinée/2010;15;Guinée;Orabank Guinée SA;GuinéeOrabank Guinée SA2010;1;0;84;0;CB;0;2010;0,406;0,042;0,894;791,678;49,265;0,057;37,757;173,640;0,149;5,855;145,979;40,987;4,442;;;41,391;64,206;61,380;19,989;0,002;0,037;857,904;6,754;424,90;299,832;791,678;25,238;61,380;64,206;153,853;495,28;1000,00;0,019;474,46;6,162;-0,003;;0,155;0,202;;;2,750;4,722;8,126;3,333;6,500;5,625;1,250;0,000;;3,590;2,708;3,929;8,215;1,667;6,944;7,083;1,667;0,000;;3,579;0,77;0,86;2072,60;0,77;0,83;2208,60;0,77;0,87;2097,60;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;;3,727;0,760;0,12;French;0;1;;0;0,20;51,8;20;16;69,9;93,1;43,7;78;57,4;60;40;40;0,034;1958;52;1;;
Societe Generale de Banques de Guinee Equatoriale/2007;Guinée Equatoriale/2007;16;Guinée Equatoriale;Societe Generale de Banques de Guinee Equatoriale;Guinée EquatorialeSociete Generale de Banques de Guinee Equatoriale2007;1;0;85;0;CB;0;2007;0,401;0,097;0,586;383,212;18,584;0,045;14,212;57,083;;4,083;57,083;14,733;8,112;;;8,242;14,733;6,055;4,107;0,008;0,175;410,685;6,018;303993,50;379,701;383,212;1,191;13,387;14,733;322,618;479,27;1,00;0,011;484,99;6,184;0,011;0,025;0,001;0,014;;;5,875;5,000;8,820;5,000;7,500;5,625;1,667;6,250;2,500;5,360;6,250;4,643;9,226;4,167;4,444;5,417;1,667;7,857;2,857;5,170;0,94;1,00;3434,10;0,96;1,00;6187,60;0,95;1,00;3756,50;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;;12,778;0,625;0,02;French;0;1;;0;0,06;53,2;30;19;75,4;84,1;48,2;47;80,1;57,6;30;60;0,072;1968;39;2;0,18;
African Banking Corporation Limited/2007;Kenya/2007;17;Kenya;African Banking Corporation Limited;KenyaAfrican Banking Corporation Limited2007;0;0;86;0;CB;0;2007;0,327;0,153;0,631;75,523;12,059;0,132;1,701;51,677;0,071;0,836;49,653;2,539;6,096;;;3,226;3,602;6,116;2,889;0,022;0,166;91,252;4,514;7914,20;74,867;75,523;2,649;6,116;3,602;25,215;67,32;1,00;0,070;726,60;6,588;0,043;0,258;0,098;0,056;0,470;0,129;3,563;5,000;9,028;6,667;7,000;5,313;2,500;3,750;7,500;5,591;3,333;5,000;9,405;5,000;6,111;5,625;2,222;5,000;8,571;5,585;0,41;0,53;784,00;0,39;0,55;853,00;0,40;0,53;787,00;0,55;0,40;0,05;0,57;0,40;0,03;0,56;0,39;0,06;0,436;24,608;0,827;0,01;English;1;0;7,05;0;0,15;59,6;40;21;78,9;82,1;64,5;59,9;74,4;75;50;50;0,016;1963;44;3;0,07;
African Banking Corporation Limited/2008;Kenya/2008;17;Kenya;African Banking Corporation Limited;KenyaAfrican Banking Corporation Limited2008;0;0;86;0;CB;0;2008;0,299;0,132;0,634;77,714;16,017;0,164;2,009;53,189;0,056;0,603;51,317;2,728;6,586;;;3,705;4,266;6,883;3,177;0,026;0,173;97,679;4,582;8744,10;81,788;78,086;3,708;6,883;4,266;30,470;69,18;1,00;0,015;793,62;6,677;-0,010;0,284;0,262;0,134;0,423;0,176;3,563;5,000;9,028;6,667;7,000;5,313;2,500;3,750;7,500;5,591;3,333;5,000;9,405;5,000;6,111;5,625;2,222;5,000;8,571;5,585;0,41;0,53;784,00;0,39;0,55;853,00;0,40;0,53;787,00;0,55;0,40;0,05;0,58;0,40;0,02;0,51;0,45;0,05;0,436;30,313;0,827;0,01;English;1;0;6,68;0;0,15;59,3;35;22;78,2;84,8;65,6;60,1;72,2;75;50;50;0,011;1963;45;3;0,10;
African Banking Corporation Limited/2009;Kenya/2009;17;Kenya;African Banking Corporation Limited;KenyaAfrican Banking Corporation Limited2009;0;0;86;0;CB;0;2009;0,218;0,123;0,624;97,028;16,486;0,142;3,781;53,918;0,057;0,886;51,610;2,584;7,135;;;3,748;3,585;6,686;2,939;0,021;0,140;115,985;4,753;11196,70;97,200;97,028;4,180;6,686;3,585;45,590;77,35;1,00;0,026;774,93;6,653;0,000;0,284;0,092;0,092;0,336;0,084;3,563;5,000;9,028;6,667;7,000;5,313;2,500;3,750;7,500;5,591;3,333;5,000;9,405;5,000;6,111;5,625;2,222;5,000;8,571;5,585;0,41;0,53;784,00;0,39;0,55;853,00;0,40;0,53;787,00;0,56;0,39;0,05;0,61;0,36;0,03;0,58;0,37;0,05;0,436;26,090;0,827;0,01;English;1;0;6,91;0;0,15;58,7;30;21;78,6;81,5;66,9;63,1;74;71,8;50;50;0,016;1963;46;3;0,10;
African Banking Corporation Limited/2010;Kenya/2010;17;Kenya;African Banking Corporation Limited;KenyaAfrican Banking Corporation Limited2010;0;0;86;0;CB;0;2010;0,224;0,138;0,541;105,585;21,514;0,165;4,787;69,259;0,043;0,510;66,742;2,957;8,768;;;4,082;5,461;7,703;3,621;0,035;0,226;130,611;4,872;13151,70;112,332;105,585;4,554;7,703;5,461;45,590;79,23;1,00;0,056;794,77;6,678;0,028;0,306;0,040;0,022;0,384;0,158;3,563;5,000;9,028;6,667;7,000;5,313;2,500;3,750;7,500;5,591;3,333;5,000;9,405;5,000;6,111;5,625;2,222;5,000;8,571;5,585;0,41;0,53;784,00;0,39;0,55;853,00;0,40;0,53;787,00;0,56;0,39;0,05;0,61;0,36;0,03;0,58;0,37;0,05;0,436;31,868;0,827;0,01;English;1;0;6,89;0;0,15;57,5;30;21;78,1;83,1;63,4;63,7;72,7;67,9;45;50;0,007;1963;47;3;0,10;
Bank of Africa Kenya Limited/2007;Kenya/2007;17;Kenya;Bank of Africa Kenya Limited;KenyaBank of Africa Kenya Limited2007;1;0;87;0;CB;0;2007;0,271;0,201;0,711;90,110;18,760;0,165;1,411;68,594;0,023;0,168;68,022;1,340;4,969;;;3,461;1,765;6,190;2,729;0,015;0,092;113,744;4,734;9365,00;98,693;90,110;3,106;6,190;3,105;30,671;67,32;1,00;0,070;726,60;6,588;0,043;0,258;0,098;0,056;0,470;0,129;3,563;5,000;9,028;6,667;7,000;5,313;2,500;3,750;7,500;5,591;3,333;5,000;9,405;5,000;6,111;5,625;2,222;5,000;8,571;5,585;0,41;0,53;784,00;0,39;0,55;853,00;0,40;0,53;787,00;0,55;0,40;0,05;0,57;0,40;0,03;0,56;0,39;0,06;0,436;133,510;0,827;0,01;English;1;0;7,05;0;0,15;59,6;40;21;78,9;82,1;64,5;59,9;74,4;75;50;50;0,002;1963;44;3;0,07;
Bank of Africa Kenya Limited/2008;Kenya/2008;17;Kenya;Bank of Africa Kenya Limited;KenyaBank of Africa Kenya Limited2008;1;0;87;0;CB;0;2008;0,209;0,160;0,764;219,906;31,185;0,115;7,516;149,642;0,018;0,730;147,969;4,593;10,952;;;8,111;3,766;15,076;6,965;0,017;0,128;271,175;5,603;22182,20;222,708;234,397;8,841;15,076;8,358;74,739;69,18;1,00;0,015;793,62;6,677;-0,010;0,284;0,262;0,134;0,423;0,176;3,563;5,000;9,028;6,667;7,000;5,313;2,500;3,750;7,500;5,591;3,333;5,000;9,405;5,000;6,111;5,625;2,222;5,000;8,571;5,585;0,41;0,53;784,00;0,39;0,55;853,00;0,40;0,53;787,00;0,55;0,40;0,05;0,58;0,40;0,02;0,51;0,45;0,05;0,436;97,537;0,827;0,01;English;1;0;6,68;0;0,15;59,3;35;22;78,2;84,8;65,6;60,1;72,2;75;50;50;0,005;1963;45;3;0,10;
